Id,Probability
212, 0.918389
213, 0.914539
214, 0.928625
215, 0.913187
216, 0.882324
217, 0.932910
218, 0.865577
219, 0.927192
220, 0.932950
221, 0.917944
222, 0.931413
223, 0.913326
224, 0.913704
225, 0.929809
226, 0.855184
227, 0.912518
228, 0.908259
229, 0.801127
230, 0.617433
231, 0.694713
232, 0.904434
233, 0.930609
234, 0.930431
235, 0.933276
236, 0.783848
237, 0.911705
238, 0.933766
239, 0.908109
240, 0.924098
241, 0.919343
242, 0.927879
243, 0.930601
244, 0.928375
245, 0.890096
246, 0.919636
247, 0.917274
248, 0.932805
249, 0.912228
250, 0.808869
251, 0.925966
252, 0.733923
253, 0.928941
254, 0.880672
255, 0.934446
256, 0.925577
257, 0.906007
258, 0.861743
259, 0.912030
260, 0.831246
261, 0.921593
262, 0.922538
263, 0.933165
264, 0.894840
265, 0.877166
266, 0.922704
267, 0.889131
268, 0.899165
269, 0.751355
270, 0.929797
271, 0.903379
272, 0.876744
273, 0.931719
274, 0.928032
275, 0.933203
276, 0.917925
277, 0.930940
278, 0.928296
279, 0.877456
280, 0.912833
281, 0.555999
282, 0.897921
283, 0.893444
284, 0.917013
285, 0.929237
286, 0.920792
287, 0.917156
288, 0.904950
289, 0.894616
290, 0.864933
291, 0.709855
292, 0.933681
293, 0.876510
294, 0.926401
295, 0.933827
296, 0.892014
297, 0.929994
298, 0.912966
299, 0.932765
300, 0.932183
301, 0.916494
302, 0.929539
303, 0.932205
304, 0.892281
305, 0.740180
306, 0.914060
307, 0.934859
308, 0.431463
309, 0.750686
310, 0.918182
311, 0.581235
312, 0.921607
313, 0.718040
314, 0.914242
315, 0.885236
316, 0.894223
317, 0.633194
318, 0.917262
319, 0.919086
320, 0.887837
321, 0.855189
322, 0.925388
323, 0.925284
324, 0.923950
325, 0.881244
326, 0.932546
327, 0.931495
328, 0.931040
329, 0.914218
330, 0.930026
331, 0.915030
332, 0.900168
333, 0.921236
334, 0.913621
335, 0.915689
336, 0.908278
337, 0.914591
338, 0.632323
339, 0.924038
340, 0.914138
341, 0.932092
342, 0.927591
343, 0.923467
344, 0.910069
345, 0.930644
346, 0.915644
347, 0.660732
348, 0.731973
349, 0.923327
350, 0.912155
351, 0.895874
352, 0.904038
353, 0.932913
354, 0.911459
355, 0.926708
356, 0.930956
357, 0.667984
358, 0.933020
359, 0.927519
360, 0.837407
361, 0.920073
362, 0.920955
363, 0.930191
364, 0.919653
365, 0.813865
366, 0.885839
367, 0.898584
368, 0.894043
369, 0.918688
370, 0.741338
371, 0.912640
372, 0.887909
373, 0.928343
374, 0.914017
375, 0.927228
376, 0.934402
377, 0.901400
378, 0.932142
379, 0.925089
380, 0.912416
381, 0.922972
382, 0.929499
383, 0.915286
384, 0.727899
385, 0.932332
386, 0.918761
387, 0.931595
388, 0.908350
389, 0.929262
390, 0.927575
391, 0.932662
392, 0.929803
393, 0.932018
394, 0.859733
395, 0.934520
396, 0.933122
397, 0.910732
398, 0.843310
399, 0.931915
400, 0.920060
401, 0.933084
402, 0.932754
403, 0.899878
404, 0.932849
405, 0.469392
406, 0.603244
407, 0.926716
408, 0.825755
409, 0.916111
410, 0.921055
411, 0.880088
412, 0.925860
413, 0.894336
414, 0.911748
415, 0.929741
416, 0.690057
417, 0.847185
418, 0.914914
419, 0.932218
420, 0.911068
421, 0.932545
422, 0.928986
423, 0.900152
424, 0.932947
425, 0.930586
426, 0.921218
427, 0.905512
428, 0.915673
429, 0.869785
430, 0.914378
431, 0.739649
432, 0.931624
433, 0.922298
434, 0.922529
435, 0.909800
436, 0.916564
437, 0.876473
438, 0.873595
439, 0.929867
440, 0.883489
441, 0.926238
442, 0.905729
443, 0.915506
444, 0.935342
445, 0.891152
446, 0.785774
447, 0.894494
448, 0.881121
449, 0.918097
450, 0.932425
451, 0.925673
452, 0.930251
453, 0.871915
454, 0.920904
455, 0.891015
456, 0.918759
457, 0.893395
458, 0.908801
459, 0.914548
460, 0.925460
461, 0.922964
462, 0.834543
463, 0.929336
464, 0.912116
465, 0.857886
466, 0.930955
467, 0.929839
468, 0.903937
469, 0.932755
470, 0.753467
471, 0.933610
472, 0.928064
473, 0.664459
474, 0.919343
475, 0.900832
476, 0.932211
477, 0.929662
478, 0.929222
479, 0.917896
480, 0.932009
481, 0.919492
482, 0.934872
483, 0.887133
484, 0.893794
485, 0.931657
486, 0.784272
487, 0.928567
488, 0.880481
489, 0.752811
490, 0.915444
491, 0.930662
492, 0.923149
493, 0.757106
494, 0.928161
495, 0.740075
496, 0.926671
497, 0.928372
498, 0.919042
499, 0.893624
500, 0.928703
501, 0.892963
502, 0.925505
503, 0.901479
504, 0.923855
505, 0.929176
506, 0.709448
507, 0.910358
508, 0.932202
509, 0.917645
510, 0.928015
511, 0.908232
512, 0.839090
513, 0.907936
514, 0.927545
515, 0.922478
516, 0.736341
517, 0.930639
518, 0.930690
519, 0.931084
520, 0.921234
521, 0.931799
522, 0.916670
523, 0.886243
524, 0.898213
525, 0.920753
526, 0.605133
527, 0.866330
528, 0.912334
529, 0.764420
530, 0.894338
531, 0.930027
532, 0.934530
533, 0.923998
534, 0.935009
535, 0.909420
536, 0.929948
537, 0.931532
538, 0.890134
539, 0.928566
540, 0.919929
541, 0.914349
542, 0.925172
543, 0.921798
544, 0.861978
545, 0.912859
546, 0.920092
547, 0.907545
548, 0.919524
549, 0.933908
550, 0.817504
551, 0.806972
552, 0.848068
553, 0.911772
554, 0.927622
555, 0.884195
556, 0.902051
557, 0.894010
558, 0.920577
559, 0.872956
560, 0.864687
561, 0.932589
562, 0.926315
563, 0.884144
564, 0.911873
565, 0.897149
566, 0.929918
567, 0.932290
568, 0.915528
569, 0.597112
570, 0.837724
571, 0.828234
572, 0.905966
573, 0.907945
574, 0.900166
575, 0.869413
576, 0.928904
577, 0.874184
578, 0.924256
579, 0.831320
580, 0.916726
581, 0.920171
582, 0.926186
583, 0.931644
584, 0.917304
585, 0.888567
586, 0.933255
587, 0.903797
588, 0.901573
589, 0.923201
590, 0.927513
591, 0.884212
592, 0.914383
593, 0.926443
594, 0.932398
595, 0.824135
596, 0.932710
597, 0.920192
598, 0.929617
599, 0.910477
600, 0.931259
601, 0.929464
602, 0.898272
603, 0.926371
604, 0.897913
605, 0.879241
606, 0.923814
607, 0.777872
608, 0.916102
609, 0.792563
610, 0.929108
611, 0.887874
612, 0.931168
613, 0.928327
614, 0.920968
615, 0.929342
616, 0.933581
617, 0.903957
618, 0.898687
619, 0.927406
620, 0.919237
621, 0.929209
622, 0.911796
623, 0.928643
624, 0.927377
625, 0.890238
626, 0.546834
627, 0.870631
628, 0.909204
629, 0.929510
630, 0.818149
631, 0.932334
632, 0.920270
633, 0.933151
634, 0.896722
635, 0.853313
636, 0.934676
637, 0.929542
638, 0.927436
639, 0.876118
640, 0.931214
641, 0.929475
642, 0.729015
643, 0.784425
644, 0.781950
645, 0.893870
646, 0.806920
647, 0.918267
648, 0.900045
649, 0.932998
650, 0.930361
651, 0.700248
652, 0.925224
653, 0.912287
654, 0.754131
655, 0.898832
656, 0.928930
657, 0.929413
658, 0.929312
659, 0.854874
660, 0.854499
661, 0.883599
662, 0.728189
663, 0.887691
664, 0.848175
665, 0.571035
666, 0.932533
667, 0.900388
668, 0.836189
669, 0.798710
670, 0.926858
671, 0.930824
672, 0.862023
673, 0.926340
674, 0.930604
675, 0.685574
676, 0.865782
677, 0.914356
678, 0.928683
679, 0.920884
680, 0.806351
681, 0.915367
682, 0.909622
683, 0.897426
684, 0.917929
685, 0.734298
686, 0.933311
687, 0.931827
688, 0.933983
689, 0.879317
690, 0.929568
691, 0.928813
692, 0.808127
693, 0.914022
694, 0.914643
695, 0.928566
696, 0.926421
697, 0.934845
698, 0.924110
699, 0.735214
700, 0.930439
701, 0.932889
702, 0.814649
703, 0.877912
704, 0.360903
705, 0.911148
706, 0.931650
707, 0.892455
708, 0.929917
709, 0.929439
710, 0.917590
711, 0.910012
712, 0.821365
713, 0.925558
714, 0.929354
715, 0.927576
716, 0.590274
717, 0.918317
718, 0.906330
719, 0.903067
720, 0.907938
721, 0.931938
722, 0.909793
723, 0.891774
724, 0.918822
725, 0.764848
726, 0.927552
727, 0.918025
728, 0.901324
729, 0.907925
730, 0.622027
731, 0.886324
732, 0.925250
733, 0.933192
734, 0.925347
735, 0.784245
736, 0.930260
737, 0.906594
738, 0.760154
739, 0.925487
740, 0.930834
741, 0.901938
742, 0.923857
743, 0.895125
744, 0.915760
745, 0.916029
746, 0.883492
747, 0.930540
748, 0.910377
749, 0.922581
750, 0.906704
751, 0.869974
752, 0.932073
753, 0.932796
754, 0.932815
755, 0.849209
756, 0.927390
757, 0.889421
758, 0.930295
759, 0.926583
760, 0.926152
761, 0.931130
762, 0.909479
763, 0.909924
764, 0.928723
765, 0.929295
766, 0.899669
767, 0.930787
768, 0.908092
769, 0.931178
770, 0.861908
771, 0.930828
772, 0.864155
773, 0.893228
774, 0.925978
775, 0.860989
776, 0.905958
777, 0.906285
778, 0.926861
779, 0.912903
780, 0.776832
781, 0.835160
782, 0.920959
783, 0.926370
784, 0.848803
785, 0.923014
786, 0.799989
787, 0.923085
788, 0.913873
789, 0.834469
790, 0.736868
791, 0.919269
792, 0.689046
793, 0.740750
794, 0.919190
795, 0.728789
796, 0.932601
797, 0.870787
798, 0.930826
799, 0.808434
800, 0.912766
801, 0.931913
802, 0.910046
803, 0.893713
804, 0.923057
805, 0.704371
806, 0.928728
807, 0.931988
808, 0.891403
809, 0.917594
810, 0.900193
811, 0.885393
812, 0.931029
813, 0.905505
814, 0.919551
815, 0.861645
816, 0.871500
817, 0.932767
818, 0.914623
819, 0.929588
820, 0.920646
821, 0.915314
822, 0.804321
823, 0.930796
824, 0.909566
825, 0.926632
826, 0.929281
827, 0.915680
828, 0.928608
829, 0.899045
830, 0.918978
831, 0.852860
832, 0.888013
833, 0.845437
834, 0.929038
835, 0.877969
836, 0.904608
837, 0.871484
838, 0.912605
839, 0.881562
840, 0.591274
841, 0.857715
842, 0.862647
843, 0.824473
844, 0.912319
845, 0.577133
846, 0.452929
847, 0.927735
848, 0.933317
849, 0.855404
850, 0.911776
851, 0.915016
852, 0.920787
853, 0.885837
854, 0.909672
855, 0.934494
856, 0.921849
857, 0.910603
858, 0.910208
859, 0.931891
860, 0.924269
861, 0.736561
862, 0.932021
863, 0.925377
864, 0.926508
865, 0.927138
866, 0.929037
867, 0.931841
868, 0.861357
869, 0.911448
870, 0.933816
871, 0.930700
872, 0.897051
873, 0.930137
874, 0.934088
875, 0.933760
876, 0.823099
877, 0.928886
878, 0.920471
879, 0.933106
880, 0.895474
881, 0.919697
882, 0.903967
883, 0.814256
884, 0.900143
885, 0.933983
886, 0.916636
887, 0.881770
888, 0.612396
889, 0.916315
890, 0.908263
891, 0.932130
892, 0.925442
893, 0.609514
894, 0.668039
895, 0.924614
896, 0.887752
897, 0.926466
898, 0.933015
899, 0.922441
900, 0.932800
901, 0.891037
902, 0.902647
903, 0.927182
904, 0.930822
905, 0.930640
906, 0.923179
907, 0.863096
908, 0.848449
909, 0.893339
910, 0.928393
911, 0.917348
912, 0.905458
913, 0.932957
914, 0.908990
915, 0.888769
916, 0.891008
917, 0.903826
918, 0.929726
919, 0.914349
920, 0.930964
921, 0.920440
922, 0.894880
923, 0.844117
924, 0.927348
925, 0.912774
926, 0.900504
927, 0.881651
928, 0.922487
929, 0.925500
930, 0.718719
931, 0.669993
932, 0.892667
933, 0.904764
934, 0.886068
935, 0.933851
936, 0.933978
937, 0.929626
938, 0.907988
939, 0.884242
940, 0.934296
941, 0.893680
942, 0.933075
943, 0.879181
944, 0.849873
945, 0.911928
946, 0.890612
947, 0.919754
948, 0.920641
949, 0.892397
950, 0.924967
951, 0.932968
952, 0.868402
953, 0.920016
954, 0.932455
955, 0.871920
956, 0.923846
957, 0.920985
958, 0.927048
959, 0.927832
960, 0.932131
961, 0.929322
962, 0.928122
963, 0.932630
964, 0.920283
965, 0.924409
966, 0.893688
967, 0.892698
968, 0.925943
969, 0.834724
970, 0.832985
971, 0.919337
972, 0.681107
973, 0.924350
974, 0.890925
975, 0.929777
976, 0.880826
977, 0.897272
978, 0.913603
979, 0.857225
980, 0.579196
981, 0.933430
982, 0.931097
983, 0.929707
984, 0.933157
985, 0.886728
986, 0.685950
987, 0.929479
988, 0.914618
989, 0.920668
990, 0.904828
991, 0.926605
992, 0.931337
993, 0.926109
994, 0.899211
995, 0.933541
996, 0.650376
997, 0.919401
998, 0.911523
999, 0.926644
1000, 0.930138
1001, 0.933746
1002, 0.901143
1003, 0.905295
1004, 0.928877
1005, 0.867868
1006, 0.923203
1007, 0.898883
1008, 0.930975
1009, 0.922157
1010, 0.915218
1011, 0.930212
1012, 0.898980
1013, 0.925978
1014, 0.866200
1015, 0.929262
1016, 0.859297
1017, 0.933992
1018, 0.788159
1019, 0.924780
1020, 0.933820
1021, 0.927098
1022, 0.859560
1023, 0.914156
1024, 0.810813
1025, 0.927574
1026, 0.929033
1027, 0.916160
1028, 0.910906
1029, 0.932926
1030, 0.915992
1031, 0.924708
1032, 0.878436
1033, 0.893197
1034, 0.889743
1035, 0.932355
1036, 0.919316
1037, 0.900627
1038, 0.929894
1039, 0.931345
1040, 0.933125
1041, 0.878218
1042, 0.782013
1043, 0.900473
1044, 0.920858
1045, 0.901045
1046, 0.921447
1047, 0.918328
1048, 0.929411
1049, 0.916184
1050, 0.913957
1051, 0.928296
1052, 0.906486
1053, 0.872019
1054, 0.929569
1055, 0.892126
1056, 0.932798
1057, 0.930661
1058, 0.903638
1059, 0.904162
1060, 0.906466
1061, 0.879798
1062, 0.922325
1063, 0.931767
1064, 0.911157
1065, 0.859461
1066, 0.913055
1067, 0.924219
1068, 0.932061
1069, 0.895626
1070, 0.929351
1071, 0.916020
1072, 0.890734
1073, 0.734200
1074, 0.915625
1075, 0.916323
1076, 0.857917
1077, 0.873699
1078, 0.928196
1079, 0.811176
1080, 0.913863
1081, 0.926850
1082, 0.790333
1083, 0.925734
1084, 0.896319
1085, 0.918070
1086, 0.930436
1087, 0.928447
1088, 0.843757
1089, 0.802807
1090, 0.931508
1091, 0.910921
1092, 0.917846
1093, 0.896218
1094, 0.913604
1095, 0.855952
1096, 0.875444
1097, 0.927764
1098, 0.893181
1099, 0.898937
1100, 0.911464
1101, 0.920782
1102, 0.900261
1103, 0.923506
1104, 0.931482
1105, 0.915707
1106, 0.910675
1107, 0.908183
1108, 0.890067
1109, 0.916721
1110, 0.925311
1111, 0.914625
1112, 0.922703
1113, 0.923605
1114, 0.926004
1115, 0.927712
1116, 0.912461
1117, 0.919973
1118, 0.814766
1119, 0.915894
1120, 0.910230
1121, 0.910122
1122, 0.930702
1123, 0.905618
1124, 0.865586
1125, 0.918240
1126, 0.865897
1127, 0.915636
1128, 0.699317
1129, 0.918397
1130, 0.926092
1131, 0.924576
1132, 0.369533
1133, 0.896455
1134, 0.867846
1135, 0.815678
1136, 0.924099
1137, 0.931068
1138, 0.920706
1139, 0.928703
1140, 0.909797
1141, 0.902710
1142, 0.924501
1143, 0.857678
1144, 0.656096
1145, 0.910246
1146, 0.882337
1147, 0.912913
1148, 0.928736
1149, 0.926280
1150, 0.925740
1151, 0.924159
1152, 0.874194
1153, 0.931721
1154, 0.902587
1155, 0.885770
1156, 0.909811
1157, 0.636233
1158, 0.543694
1159, 0.893922
1160, 0.910363
1161, 0.798468
1162, 0.872044
1163, 0.894095
1164, 0.913553
1165, 0.819383
1166, 0.917575
1167, 0.405076
1168, 0.926358
1169, 0.929437
1170, 0.910350
1171, 0.666835
1172, 0.893567
1173, 0.901347
1174, 0.919524
1175, 0.889147
1176, 0.738509
1177, 0.263788
1178, 0.793882
1179, 0.916675
1180, 0.890154
1181, 0.717071
1182, 0.907357
1183, 0.917310
1184, 0.780995
1185, 0.918914
1186, 0.905299
1187, 0.889032
1188, 0.565509
1189, 0.902879
1190, 0.931749
1191, 0.578972
1192, 0.929252
1193, 0.679145
1194, 0.928142
1195, 0.854372
1196, 0.921087
1197, 0.929516
1198, 0.928552
1199, 0.888374
1200, 0.898865
1201, 0.925388
1202, 0.929241
1203, 0.931448
1204, 0.931717
1205, 0.919798
1206, 0.929311
1207, 0.581849
1208, 0.925835
1209, 0.846788
1210, 0.924647
1211, 0.880139
1212, 0.890844
1213, 0.931925
1214, 0.933933
1215, 0.522801
1216, 0.914832
1217, 0.899177
1218, 0.932448
1219, 0.829058
1220, 0.929951
1221, 0.875522
1222, 0.915030
1223, 0.844547
1224, 0.933072
1225, 0.885746
1226, 0.928959
1227, 0.931925
1228, 0.920482
1229, 0.726180
1230, 0.539837
1231, 0.918410
1232, 0.834145
1233, 0.899327
1234, 0.526483
1235, 0.517960
1236, 0.929999
1237, 0.888333
1238, 0.576605
1239, 0.894408
1240, 0.902422
1241, 0.933355
1242, 0.913842
1243, 0.909852
1244, 0.906487
1245, 0.896172
1246, 0.814506
1247, 0.918381
1248, 0.934168
1249, 0.891748
1250, 0.929396
1251, 0.763019
1252, 0.780780
1253, 0.931502
1254, 0.844332
1255, 0.924462
1256, 0.852797
1257, 0.926847
1258, 0.918388
1259, 0.926118
1260, 0.798490
1261, 0.918637
1262, 0.878877
1263, 0.902217
1264, 0.918446
1265, 0.933813
1266, 0.905304
1267, 0.897919
1268, 0.903229
1269, 0.926852
1270, 0.912326
1271, 0.933846
1272, 0.847924
1273, 0.839083
1274, 0.908099
1275, 0.726736
1276, 0.628743
1277, 0.918618
1278, 0.732375
1279, 0.905152
1280, 0.931681
1281, 0.734759
1282, 0.908276
1283, 0.896828
1284, 0.873926
1285, 0.932397
1286, 0.920925
1287, 0.930106
1288, 0.877331
1289, 0.928947
1290, 0.919591
1291, 0.922997
1292, 0.887443
1293, 0.887090
1294, 0.584848
1295, 0.889193
1296, 0.931209
1297, 0.861615
1298, 0.935116
1299, 0.932493
1300, 0.870562
1301, 0.919321
1302, 0.925099
1303, 0.779684
1304, 0.875243
1305, 0.914348
1306, 0.933859
1307, 0.902764
1308, 0.929847
1309, 0.906014
1310, 0.773202
1311, 0.931863
1312, 0.931947
1313, 0.901317
1314, 0.872693
1315, 0.897818
1316, 0.928156
1317, 0.818214
1318, 0.922697
1319, 0.929816
1320, 0.906964
1321, 0.933149
1322, 0.899837
1323, 0.905099
1324, 0.893849
1325, 0.917157
1326, 0.928863
1327, 0.923463
1328, 0.923078
1329, 0.838547
1330, 0.892808
1331, 0.919304
1332, 0.932791
1333, 0.918048
1334, 0.911691
1335, 0.900853
1336, 0.905446
1337, 0.927280
1338, 0.898295
1339, 0.737179
1340, 0.918870
1341, 0.917285
1342, 0.931433
1343, 0.913612
1344, 0.923757
1345, 0.907475
1346, 0.924112
1347, 0.889807
1348, 0.859459
1349, 0.786128
1350, 0.925809
1351, 0.916870
1352, 0.908883
1353, 0.932755
1354, 0.925992
1355, 0.919118
1356, 0.923499
1357, 0.906034
1358, 0.914285
1359, 0.907707
1360, 0.933840
1361, 0.893553
1362, 0.933589
1363, 0.932401
1364, 0.924729
1365, 0.915936
1366, 0.924660
1367, 0.934149
1368, 0.817432
1369, 0.533763
1370, 0.932712
1371, 0.920109
1372, 0.914316
1373, 0.929917
1374, 0.874478
1375, 0.918153
1376, 0.924396
1377, 0.789705
1378, 0.927342
1379, 0.933469
1380, 0.933759
1381, 0.847564
1382, 0.853143
1383, 0.927584
1384, 0.929676
1385, 0.930975
1386, 0.928875
1387, 0.912087
1388, 0.740310
1389, 0.917168
1390, 0.913677
1391, 0.912640
1392, 0.899597
1393, 0.911631
1394, 0.877224
1395, 0.920780
1396, 0.925235
1397, 0.924938
1398, 0.926682
1399, 0.784923
1400, 0.868403
1401, 0.923895
1402, 0.925506
1403, 0.920471
1404, 0.858737
1405, 0.919493
1406, 0.923814
1407, 0.854313
1408, 0.923863
1409, 0.909952
1410, 0.927442
1411, 0.917389
1412, 0.932224
1413, 0.923271
1414, 0.916939
1415, 0.930015
1416, 0.919890
1417, 0.914755
1418, 0.931589
1419, 0.571454
1420, 0.917133
1421, 0.901885
1422, 0.884710
1423, 0.933859
1424, 0.922241
1425, 0.932732
1426, 0.928530
1427, 0.910198
1428, 0.924725
1429, 0.924123
1430, 0.914539
1431, 0.872751
1432, 0.926354
1433, 0.921983
1434, 0.933967
1435, 0.923952
1436, 0.614863
1437, 0.919555
1438, 0.932976
1439, 0.925670
1440, 0.682032
1441, 0.929522
1442, 0.927537
1443, 0.933489
1444, 0.930201
1445, 0.930510
1446, 0.671733
1447, 0.910574
1448, 0.925556
1449, 0.933176
1450, 0.931315
1451, 0.907966
1452, 0.907426
1453, 0.927277
1454, 0.928234
1455, 0.927797
1456, 0.829640
1457, 0.921461
1458, 0.930955
1459, 0.927869
1460, 0.908684
1461, 0.932261
1462, 0.912025
1463, 0.862878
1464, 0.929646
1465, 0.908282
1466, 0.906430
1467, 0.896948
1468, 0.933743
1469, 0.793172
1470, 0.914699
1471, 0.786044
1472, 0.903449
1473, 0.928615
1474, 0.930729
1475, 0.822973
1476, 0.841712
1477, 0.919233
1478, 0.930932
1479, 0.903654
1480, 0.929327
1481, 0.927631
1482, 0.908652
1483, 0.933485
1484, 0.928885
1485, 0.617610
1486, 0.605830
1487, 0.880700
1488, 0.929978
1489, 0.901726
1490, 0.906538
1491, 0.896731
1492, 0.904847
1493, 0.928411
1494, 0.902845
1495, 0.786771
1496, 0.925886
1497, 0.925693
1498, 0.880218
1499, 0.881139
1500, 0.932941
1501, 0.900257
1502, 0.901207
1503, 0.857895
1504, 0.844184
1505, 0.930419
1506, 0.860627
1507, 0.899432
1508, 0.918165
1509, 0.872743
1510, 0.916707
1511, 0.932308
1512, 0.911454
1513, 0.922983
1514, 0.917715
1515, 0.929629
1516, 0.929390
1517, 0.805770
1518, 0.837882
1519, 0.914451
1520, 0.885347
1521, 0.915204
1522, 0.862551
1523, 0.926893
1524, 0.932103
1525, 0.903633
1526, 0.858370
1527, 0.885239
1528, 0.904611
1529, 0.915953
1530, 0.909092
1531, 0.930415
1532, 0.907401
1533, 0.836435
1534, 0.903353
1535, 0.928131
1536, 0.910774
1537, 0.822470
1538, 0.926691
1539, 0.930328
1540, 0.932253
1541, 0.791605
1542, 0.931514
1543, 0.908641
1544, 0.923216
1545, 0.932356
1546, 0.930755
1547, 0.876555
1548, 0.919702
1549, 0.877652
1550, 0.922393
1551, 0.907496
1552, 0.902278
1553, 0.893624
1554, 0.926641
1555, 0.662268
1556, 0.893864
1557, 0.931392
1558, 0.619606
1559, 0.900503
1560, 0.850157
1561, 0.914854
1562, 0.918797
1563, 0.866321
1564, 0.926507
1565, 0.927852
1566, 0.925721
1567, 0.934566
1568, 0.929837
1569, 0.924749
1570, 0.784989
1571, 0.927775
1572, 0.928399
1573, 0.867898
1574, 0.930849
1575, 0.912758
1576, 0.927970
1577, 0.932837
1578, 0.918952
1579, 0.911224
1580, 0.927716
1581, 0.934129
1582, 0.882973
1583, 0.933512
1584, 0.929616
1585, 0.908005
1586, 0.823679
1587, 0.859402
1588, 0.804736
1589, 0.924105
1590, 0.932618
1591, 0.922082
1592, 0.929784
1593, 0.931318
1594, 0.778198
1595, 0.897234
1596, 0.922388
1597, 0.930825
1598, 0.925877
1599, 0.917223
1600, 0.931573
1601, 0.930378
1602, 0.931592
1603, 0.895518
1604, 0.922845
1605, 0.922994
1606, 0.919386
1607, 0.922630
1608, 0.907865
1609, 0.914097
1610, 0.912867
1611, 0.927868
1612, 0.899215
1613, 0.929401
1614, 0.849009
1615, 0.930039
1616, 0.617370
1617, 0.620712
1618, 0.928215
1619, 0.882482
1620, 0.759691
1621, 0.750012
1622, 0.912623
1623, 0.576406
1624, 0.924049
1625, 0.933125
1626, 0.930163
1627, 0.914470
1628, 0.915255
1629, 0.892457
1630, 0.931153
1631, 0.929280
1632, 0.683619
1633, 0.808320
1634, 0.929691
1635, 0.928546
1636, 0.902744
1637, 0.926534
1638, 0.924389
1639, 0.931717
1640, 0.909467
1641, 0.928339
1642, 0.934263
1643, 0.922411
1644, 0.904929
1645, 0.925294
1646, 0.929591
1647, 0.347969
1648, 0.902542
1649, 0.921296
1650, 0.849711
1651, 0.624454
1652, 0.930166
1653, 0.926096
1654, 0.904623
1655, 0.868763
1656, 0.932539
1657, 0.932433
1658, 0.925336
1659, 0.916172
1660, 0.616680
1661, 0.897313
1662, 0.885821
1663, 0.929408
1664, 0.880117
1665, 0.906517
